Year,League,Series,Date,Winner Team,Winner,Loser Team,Loser,Favorite,Underdog
2010,NBA,Western Conf Finals,May 17 - May 29 2010,Los Angeles Lakers (1),4,Phoenix Suns (3),2,LAL (-340),PHO (+270)
2010,NBA,Eastern Conf Finals,May 16 - May 28 2010,Boston Celtics (4),4,Orlando Magic (2),2,ORL (-260),BOS (+220)
2010,NBA,Finals,Jun 3 - Jun 17 2010,Los Angeles Lakers (1),4,Boston Celtics (4),3,LAL (-190),BOS (+165)
2009,NBA,Eastern Conf First Round,Apr 18 - Apr 26 2009,Cleveland Cavaliers (1),4,Detroit Pistons (8),0,CLE (-5000),DET (+3000)
2009,NBA,Eastern Conf First Round,Apr 18 - May 2 2009,Boston Celtics (2),4,Chicago Bulls (7),3,BOS (-545),CHI (+405)
2009,NBA,Eastern Conf First Round,Apr 19 - Apr 30 2009,Orlando Magic (3),4,Philadelphia 76ers (6),2,ORL (-1400),PHI (+800)
2009,NBA,Eastern Conf First Round,Apr 19 - May 3 2009,Atlanta Hawks (4),4,Miami Heat (5),3,ATL (-145),MIA (+125)
2009,NBA,Western Conf First Round,Apr 19 - Apr 27 2009,Los Angeles Lakers (1),4,Utah Jazz (8),1,LAL (-2000),UTA (+1200)
2009,NBA,Western Conf First Round,Apr 19 - Apr 29 2009,Denver Nuggets (2),4,New Orleans Hornets (7),1,DEN (-210),NOH (+175)
2009,NBA,Western Conf First Round,Apr 18 - Apr 28 2009,Dallas Mavericks (6),4,San Antonio Spurs (3),1,SAS (-190),DAL (+160)
2009,NBA,Western Conf First Round,Apr 18 - Apr 30 2009,Houston Rockets (5),4,Portland Trail Blazers (4),2,POR (-175),HOU (+150)
2009,NBA,Western Conf Semifinals,May 4 - May 17 2009,Los Angeles Lakers (1),4,Houston Rockets (5),3,LAL (-1100),HOU (+700)
2009,NBA,Western Conf Semifinals,May 3 - May 13 2009,Denver Nuggets (2),4,Dallas Mavericks (6),1,DEN (-240),DAL (+200)
2009,NBA,Eastern Conf Semifinals,May 5 - May 11 2009,Cleveland Cavaliers (1),4,Atlanta Hawks (4),0,CLE (-2450),ATL (+1000)
2009,NBA,Eastern Conf Semifinals,May 4 - May 17 2009,Orlando Magic (3),4,Boston Celtics (2),3,BOS (-120),ORL (+100)
2009,NBA,Eastern Conf Finals,May 20 - May 30 2009,Orlando Magic (3),4,Cleveland Cavaliers (1),2,CLE (-700),ORL (+550)
2009,NBA,Western Conf Finals,May 19 - May 29 2009,Los Angeles Lakers (1),4,Denver Nuggets (2),2,LAL (-250),DEN (+210)
2009,NBA,Finals,Jun 4 - Jun 14 2009,Los Angeles Lakers (1),4,Orlando Magic (3),1,LAL (-280),ORL (+240)
2008,NBA,Eastern Conf First Round,Apr 20 - May 4 2008,Boston Celtics (1),4,Atlanta Hawks (8),3,BOS (-8000),ATL (+4000)
2008,NBA,Eastern Conf First Round,Apr 20 - May 1 2008,Detroit Pistons (2),4,Philadelphia 76ers (7),2,DET (-1300),PHI (+850)
2008,NBA,Eastern Conf First Round,Apr 20 - Apr 28 2008,Orlando Magic (3),4,Toronto Raptors (6),1,ORL (-310),TOR (+260)
2008,NBA,Eastern Conf First Round,Apr 19 - May 2 2008,Cleveland Cavaliers (4),4,Washington Wizards (5),2,CLE (-115),WAS (-105)
2008,NBA,Western Conf First Round,Apr 20 - Apr 28 2008,Los Angeles Lakers (1),4,Denver Nuggets (8),0,LAL (-560),DEN (+460)
2008,NBA,Western Conf First Round,Apr 19 - Apr 29 2008,New Orleans Hornets (2),4,Dallas Mavericks (7),1,NOH (-145),DAL (+125)
2008,NBA,Western Conf First Round,Apr 19 - Apr 29 2008,San Antonio Spurs (3),4,Phoenix Suns (6),1,SAS (-140),PHO (+120)
2008,NBA,Western Conf First Round,Apr 19 - May 2 2008,Utah Jazz (4),4,Houston Rockets (5),2,UTA (-215),HOU (+185)
2008,NBA,Eastern Conf Semifinals,May 6 - May 18 2008,Boston Celtics (1),4,Cleveland Cavaliers (4),3,BOS (-900),CLE (+600)
2008,NBA,Eastern Conf Semifinals,May 3 - May 13 2008,Detroit Pistons (2),4,Orlando Magic (3),1,DET (-305),ORL (+255)
2008,NBA,Western Conf Semifinals,May 4 - May 16 2008,Los Angeles Lakers (1),4,Utah Jazz (4),2,LAL (-350),UTA (+290)
2008,NBA,Western Conf Semifinals,May 3 - May 19 2008,San Antonio Spurs (3),4,New Orleans Hornets (2),3,SAS (-135),NOH (+115)
2008,NBA,Eastern Conf Finals,May 20 - May 30 2008,Boston Celtics (1),4,Detroit Pistons (2),2,BOS (-135),DET (+115)
2008,NBA,Western Conf Finals,May 21 - May 29 2008,Los Angeles Lakers (1),4,San Antonio Spurs (3),1,LAL (-250),SAS (+210)
2008,NBA,Finals,Jun 5 - Jun 17 2008,Boston Celtics (1),4,Los Angeles Lakers (1),2,LAL (-180),BOS (+160)
2007,NBA,Eastern Conf First Round,Apr 21 - Apr 29 2007,Chicago Bulls (5),4,Miami Heat (4),0,CHI (-140),MIA (+120)
2007,NBA,Eastern Conf First Round,Apr 22 - Apr 30 2007,Cleveland Cavaliers (2),4,Washington Wizards (7),0,CLE (-2400),WAS (+1600)
2007,NBA,Eastern Conf First Round,Apr 21 - Apr 28 2007,Detroit Pistons (1),4,Orlando Magic (8),0,DET (-2200),ORL (+1400)
2007,NBA,Eastern Conf First Round,Apr 21 - May 4 2007,New Jersey Nets (6),4,Toronto Raptors (3),2,TOR (-165),NJN (+145)
2007,NBA,Western Conf First Round,Apr 22 - May 3 2007,Golden State Warriors (8),4,Dallas Mavericks (1),2,DAL (-1800),GSW (+1200)
2007,NBA,Western Conf First Round,Apr 22 - May 2 2007,Phoenix Suns (2),4,Los Angeles Lakers (7),1,PHO (-1600),LAL (+1000)
2007,NBA,Western Conf First Round,Apr 22 - May 2 2007,San Antonio Spurs (3),4,Denver Nuggets (6),1,SAS (-750),DEN (+550)
2007,NBA,Western Conf First Round,Apr 21 - May 5 2007,Utah Jazz (4),4,Houston Rockets (5),3,HOU (-240),UTA (+200)
2007,NBA,Eastern Conf Semifinals,May 6 - May 18 2007,Cleveland Cavaliers (2),4,New Jersey Nets (6),2,CLE (-260),NJN (+220)
2007,NBA,Eastern Conf Semifinals,May 5 - May 17 2007,Detroit Pistons (1),4,Chicago Bulls (5),2,DET (-175),CHI (+155)
2007,NBA,Western Conf Semifinals,May 6 - May 18 2007,San Antonio Spurs (3),4,Phoenix Suns (2),2,PHO (-150),SAS (+130)
2007,NBA,Western Conf Semifinals,May 7 - May 15 2007,Utah Jazz (4),4,Golden State Warriors (8),1,UTA (-135),GSW (+115)
2007,NBA,Eastern Conf Finals,May 21 - Jun 2 2007,Cleveland Cavaliers (2),4,Detroit Pistons (1),2,DET (-330),CLE (+270)
2007,NBA,Western Conf Finals,May 20 - May 30 2007,San Antonio Spurs (3),4,Utah Jazz (4),1,SAS (-440),UTA (+350)
2007,NBA,Finals,Jun 7 - Jun 14 2007,San Antonio Spurs (3),4,Cleveland Cavaliers (2),0,SAS (-450),CLE (+360)
2006,NBA,Eastern Conf First Round,Apr 22 - May 5 2006,Cleveland Cavaliers (4),4,Washington Wizards (5),2,CLE (-180),WAS (+160)
2006,NBA,Eastern Conf First Round,Apr 23 - May 3 2006,Detroit Pistons (1),4,Milwaukee Bucks (8),1,DET (-5500),MIL (+3250)
2006,NBA,Eastern Conf First Round,Apr 22 - May 4 2006,Miami Heat (2),4,Chicago Bulls (7),2,MIA (-850),CHI (+625)
2006,NBA,Eastern Conf First Round,Apr 23 - May 4 2006,New Jersey Nets (3),4,Indiana Pacers (6),2,NJN (-325),IND (+275)
2006,NBA,Western Conf First Round,Apr 23 - May 1 2006,Dallas Mavericks (4),4,Memphis Grizzlies (5),0,DAL (-725),MEM (+525)
2006,NBA,Western Conf First Round,Apr 22 - May 1 2006,Los Angeles Clippers (6),4,Denver Nuggets (3),1,LAC (-185),DEN (+145)
2006,NBA,Western Conf First Round,Apr 23 - May 6 2006,Phoenix Suns (2),4,Los Angeles Lakers (7),3,PHO (-360),LAL (+300)
2006,NBA,Western Conf First Round,Apr 22 - May 5 2006,San Antonio Spurs (1),4,Sacramento Kings (8),2,SAS (-1050),SAC (+725)
2006,NBA,Eastern Conf Semifinals,May 7 - May 21 2006,Detroit Pistons (1),4,Cleveland Cavaliers (4),3,DET (-2000),CLE (+1200)
2006,NBA,Eastern Conf Semifinals,May 8 - May 16 2006,Miami Heat (2),4,New Jersey Nets (3),1,MIA (-190),NJN (+160)
2006,NBA,Western Conf Semifinals,May 7 - May 22 2006,Dallas Mavericks (4),4,San Antonio Spurs (1),3,SAS (-180),DAL (+150)
2006,NBA,Western Conf Semifinals,May 8 - May 22 2006,Phoenix Suns (2),4,Los Angeles Clippers (6),3,PHO (-205),LAC (+185)
2006,NBA,Eastern Conf Finals,May 23 - Jun 2 2006,Miami Heat (2),4,Detroit Pistons (1),2,DET (-245),MIA (+205)
2006,NBA,Western Conf Finals,May 24 - Jun 3 2006,Dallas Mavericks (4),4,Phoenix Suns (2),2,DAL (-355),PHO (+295)
2006,NBA,Finals,Jun 8 - Jun 20 2006,Miami Heat (2),4,Dallas Mavericks (4),2,DAL (-150),MIA (+130)
2005,NBA,Eastern Conf First Round,Apr 23 - May 3 2005,Detroit Pistons (2),4,Philadelphia 76ers (7),1,DET (-1200),PHI (+800)
2005,NBA,Eastern Conf First Round,Apr 23 - May 7 2005,Indiana Pacers (6),4,Boston Celtics (3),3,BOS (-135),IND (+115)
2005,NBA,Eastern Conf First Round,Apr 24 - May 1 2005,Miami Heat (1),4,New Jersey Nets (8),0,MIA (-1200),NJN (+800)
2005,NBA,Eastern Conf First Round,Apr 24 - May 6 2005,Washington Wizards (5),4,Chicago Bulls (4),2,CHI (-145),WAS (+125)
2005,NBA,Western Conf First Round,Apr 23 - May 7 2005,Dallas Mavericks (4),4,Houston Rockets (5),3,DAL (-220),HOU (+180)
2005,NBA,Western Conf First Round,Apr 24 - May 1 2005,Phoenix Suns (1),4,Memphis Grizzlies (8),0,PHO (-1200),MEM (+800)
2005,NBA,Western Conf First Round,Apr 24 - May 4 2005,San Antonio Spurs (2),4,Denver Nuggets (7),1,SAS (-500),DEN (+400)
2005,NBA,Western Conf First Round,Apr 23 - May 3 2005,Seattle SuperSonics (3),4,Sacramento Kings (6),1,SAC (-120),SEA (+100)
2005,NBA,Eastern Conf Semifinals,May 9 - May 19 2005,Detroit Pistons (2),4,Indiana Pacers (6),2,DET (-1100),IND (+700)
2005,NBA,Eastern Conf Semifinals,May 8 - May 14 2005,Miami Heat (1),4,Washington Wizards (5),0,MIA (-1800),WAS (+1200)
2005,NBA,Western Conf Semifinals,May 9 - May 20 2005,Phoenix Suns (1),4,Dallas Mavericks (4),2,PHO (-300),DAL (+220)
2005,NBA,Western Conf Semifinals,May 8 - May 19 2005,San Antonio Spurs (2),4,Seattle SuperSonics (3),2,SAS (-1200),SEA (+800)
2005,NBA,Eastern Conf Finals,May 23 - Jun 6 2005,Detroit Pistons (2),4,Miami Heat (1),3,MIA (-130),DET (+110)
2005,NBA,Western Conf Finals,May 22 - Jun 1 2005,San Antonio Spurs (2),4,Phoenix Suns (1),1,SAS (-160),PHO (+140)
2005,NBA,Finals,Jun 9 - Jun 23 2005,San Antonio Spurs (2),4,Detroit Pistons (2),3,SAS (-250),DET (+200)
2004,NBA,Eastern Conf First Round,Apr 18 - Apr 29 2004,Detroit Pistons (3),4,Milwaukee Bucks (6),1,DET (-1780),MIL (+1430)
2004,NBA,Eastern Conf First Round,Apr 17 - Apr 25 2004,Indiana Pacers (1),4,Boston Celtics (8),0,IND (-1980),BOS (+1520)
2004,NBA,Eastern Conf First Round,Apr 18 - May 4 2004,Miami Heat (4),4,New Orleans Hornets (5),3,MIA (-277),NOH (+243)
2004,NBA,Eastern Conf First Round,Apr 17 - Apr 25 2004,New Jersey Nets (2),4,New York Knicks (7),0,NJN (-580),NYK (+500)
2004,NBA,Western Conf First Round,Apr 17 - Apr 28 2004,Los Angeles Lakers (2),4,Houston Rockets (7),1,LAL (-1080),HOU (+920)
2004,NBA,Western Conf First Round,Apr 18 - Apr 30 2004,Minnesota Timberwolves (1),4,Denver Nuggets (8),1,MIN (-1920),DEN (+1540)
2004,NBA,Western Conf First Round,Apr 18 - Apr 29 2004,Sacramento Kings (4),4,Dallas Mavericks (5),1,SAC (-164),DAL (+148)
2004,NBA,Western Conf First Round,Apr 17 - Apr 25 2004,San Antonio Spurs (3),4,Memphis Grizzlies (6),0,SAS (-1080),MEM (+920)
2004,NBA,Eastern Conf Semifinals,May 3 - May 20 2004,Detroit Pistons (3),4,New Jersey Nets (2),3,DET (-210),NJN (+180)
2004,NBA,Eastern Conf Semifinals,May 6 - May 18 2004,Indiana Pacers (1),4,Miami Heat (4),2,IND (-2300),MIA (+1600)
2004,NBA,Western Conf Semifinals,May 2 - May 15 2004,Los Angeles Lakers (2),4,San Antonio Spurs (3),2,SAS (-240),LAL (+200)
2004,NBA,Western Conf Semifinals,May 4 - May 19 2004,Minnesota Timberwolves (1),4,Sacramento Kings (4),3,MIN (-160),SAC (+140)
2004,NBA,Eastern Conf Finals,May 22 - Jun 1 2004,Detroit Pistons (3),4,Indiana Pacers (1),2,IND (-165),DET (+145)
2004,NBA,Western Conf Finals,May 21 - May 31 2004,Los Angeles Lakers (2),4,Minnesota Timberwolves (1),2,LAL (-330),MIN (+270)
2004,NBA,Finals,Jun 6 - Jun 15 2004,Detroit Pistons (3),4,Los Angeles Lakers (2),1,LAL (-700),DET (+500)
2003,NBA,Eastern Conf First Round,Apr 19 - May 1 2003,Boston Celtics (6),4,Indiana Pacers (3),2,IND (-340),BOS (+280)
2003,NBA,Eastern Conf First Round,Apr 20 - May 4 2003,Detroit Pistons (1),4,Orlando Magic (8),3,DET (-220),ORL (+180)
2003,NBA,Eastern Conf First Round,Apr 19 - May 1 2003,New Jersey Nets (2),4,Milwaukee Bucks (7),2,NJN (-280),MIL (+230)
2003,NBA,Eastern Conf First Round,Apr 20 - May 2 2003,Philadelphia 76ers (4),4,New Orleans Hornets (5),2,PHI (-179),NOH (+150)
2003,NBA,Western Conf First Round,Apr 19 - May 4 2003,Dallas Mavericks (3),4,Portland Trail Blazers (6),3,DAL (-400),POR (+320)
2003,NBA,Western Conf First Round,Apr 20 - May 1 2003,Los Angeles Lakers (5),4,Minnesota Timberwolves (4),2,LAL (-400),MIN (+320)
2003,NBA,Western Conf First Round,Apr 19 - Apr 30 2003,Sacramento Kings (2),4,Utah Jazz (7),1,SAC (-1400),UTA (+1000)
2003,NBA,Western Conf First Round,Apr 19 - May 1 2003,San Antonio Spurs (1),4,Phoenix Suns (8),2,SAS (-1000),PHO (+700)
2003,NBA,Eastern Conf Semifinals,May 6 - May 16 2003,Detroit Pistons (1),4,Philadelphia 76ers (4),2,PHI (-150),DET (+130)
2003,NBA,Eastern Conf Semifinals,May 5 - May 12 2003,New Jersey Nets (2),4,Boston Celtics (6),0,NJN (-380),BOS (+320)
2003,NBA,Western Conf Semifinals,May 6 - May 17 2003,Dallas Mavericks (3),4,Sacramento Kings (2),3,SAC (-280),DAL (+240)
2003,NBA,Western Conf Semifinals,May 5 - May 15 2003,San Antonio Spurs (1),4,Los Angeles Lakers (5),2,LAL (-145),SAS (+125)
2003,NBA,Eastern Conf Finals,May 18 - May 24 2003,New Jersey Nets (2),4,Detroit Pistons (1),0,NJN (-300),DET (+250)
2003,NBA,Western Conf Finals,May 19 - May 29 2003,San Antonio Spurs (1),4,Dallas Mavericks (3),2,SAS (-380),DAL (+320)
2003,NBA,Finals,Jun 4 - Jun 15 2003,San Antonio Spurs (1),4,New Jersey Nets (2),2,SAS (-330),NJN (+260)
2002,NBA,Eastern Conf First Round,Apr 21 - May 3 2002,Boston Celtics (3),3,Philadelphia 76ers (6),2,BOS (-200),PHI (+170)
2002,NBA,Eastern Conf First Round,Apr 20 - Apr 30 2002,Charlotte Hornets (4),3,Orlando Magic (5),1,CHH (-300),ORL (+250)
2002,NBA,Eastern Conf First Round,Apr 21 - May 2 2002,Detroit Pistons (2),3,Toronto Raptors (7),2,DET (-450),TOR (+325)
2002,NBA,Eastern Conf First Round,Apr 20 - May 2 2002,New Jersey Nets (1),3,Indiana Pacers (8),2,NJN (-400),IND (+300)
2002,NBA,Western Conf First Round,Apr 21 - Apr 28 2002,Dallas Mavericks (4),3,Minnesota Timberwolves (5),0,DAL (-500),MIN (+400)
2002,NBA,Western Conf First Round,Apr 21 - Apr 28 2002,Los Angeles Lakers (3),3,Portland Trail Blazers (6),0,LAL (-600),POR (+450)
2002,NBA,Western Conf First Round,Apr 20 - Apr 29 2002,Sacramento Kings (1),3,Utah Jazz (8),1,SAC (-2000),UTA (+1400)
2002,NBA,Western Conf First Round,Apr 20 - May 3 2002,San Antonio Spurs (2),3,Seattle SuperSonics (7),2,SAS (-750),SEA (+550)
2002,NBA,Eastern Conf Semifinals,May 5 - May 14 2002,Boston Celtics (3),4,Detroit Pistons (2),1,DET (-125),BOS (+105)
2002,NBA,Eastern Conf Semifinals,May 5 - May 15 2002,New Jersey Nets (1),4,Charlotte Hornets (4),1,NJN (-160),CHH (+140)
2002,NBA,Western Conf Semifinals,May 5 - May 14 2002,Los Angeles Lakers (3),4,San Antonio Spurs (2),1,LAL (-650),SAS (+450)
2002,NBA,Western Conf Semifinals,May 4 - May 13 2002,Sacramento Kings (1),4,Dallas Mavericks (4),1,SAC (-155),DAL (+135)
2002,NBA,Eastern Conf Finals,May 19 - May 31 2002,New Jersey Nets (1),4,Boston Celtics (3),2,NJN (-135),BOS (+115)
2002,NBA,Western Conf Finals,May 18 - Jun 2 2002,Los Angeles Lakers (3),4,Sacramento Kings (1),3,LAL (-230),SAC (+190)
2002,NBA,Finals,Jun 5 - Jun 12 2002,Los Angeles Lakers (3),4,New Jersey Nets (1),0,LAL (-750),NJN (+550)
2001,NBA,Eastern Conf First Round,Apr 21 - Apr 27 2001,Charlotte Hornets (6),3,Miami Heat (3),0,MIA (-180),CHH (+160)
2001,NBA,Eastern Conf First Round,Apr 22 - May 1 2001,Milwaukee Bucks (2),3,Orlando Magic (7),1,MIL (-500),ORL (+350)
2001,NBA,Eastern Conf First Round,Apr 21 - May 2 2001,Philadelphia 76ers (1),3,Indiana Pacers (8),1,PHI (-600),IND (+400)
2001,NBA,Eastern Conf First Round,Apr 22 - May 4 2001,Toronto Raptors (5),3,New York Knicks (4),2,NYK (-170),TOR (+150)
2001,NBA,Western Conf First Round,Apr 21 - May 3 2001,Dallas Mavericks (5),3,Utah Jazz (4),2,UTA (-180),DAL (+160)
2001,NBA,Western Conf First Round,Apr 22 - Apr 29 2001,Los Angeles Lakers (2),3,Portland Trail Blazers (7),0,LAL (-400),POR (+300)
2001,NBA,Western Conf First Round,Apr 22 - May 2 2001,Sacramento Kings (3),3,Phoenix Suns (6),1,SAC (-400),PHO (+300)
2001,NBA,Western Conf First Round,Apr 21 - Apr 30 2001,San Antonio Spurs (1),3,Minnesota Timberwolves (8),1,SAS (-900),MIN (+600)
2001,NBA,Eastern Conf Semifinals,May 6 - May 20 2001,Milwaukee Bucks (2),4,Charlotte Hornets (6),3,MIL (-230),CHH (+190)
2001,NBA,Eastern Conf Semifinals,May 6 - May 20 2001,Philadelphia 76ers (1),4,Toronto Raptors (5),3,PHI (-340),TOR (+280)
2001,NBA,Western Conf Semifinals,May 6 - May 13 2001,Los Angeles Lakers (2),4,Sacramento Kings (3),0,LAL (-360),SAC (+290)
2001,NBA,Western Conf Semifinals,May 5 - May 14 2001,San Antonio Spurs (1),4,Dallas Mavericks (5),1,SAS (-650),DAL (+450)
2001,NBA,Eastern Conf Finals,May 22 - Jun 3 2001,Philadelphia 76ers (1),4,Milwaukee Bucks (2),3,PHI (-180),MIL (+160)
2001,NBA,Western Conf Finals,May 19 - May 27 2001,Los Angeles Lakers (2),4,San Antonio Spurs (1),0,LAL (-145),SAS (+125)
2001,NBA,Finals,Jun 6 - Jun 15 2001,Los Angeles Lakers (2),4,Philadelphia 76ers (1),1,LAL (-2000),PHI (+1600)
2000,NBA,Eastern Conf First Round,Apr 23 - May 4 2000,Indiana Pacers (1),3,Milwaukee Bucks (8),2,IND (-800),MIL (+550)
2000,NBA,Eastern Conf First Round,Apr 22 - Apr 29 2000,Miami Heat (2),3,Detroit Pistons (7),0,,
2000,NBA,Eastern Conf First Round,Apr 23 - Apr 30 2000,New York Knicks (3),3,Toronto Raptors (6),0,NYK (-230),TOR (+190)
2000,NBA,Eastern Conf First Round,Apr 22 - May 1 2000,Philadelphia 76ers (5),3,Charlotte Hornets (4),1,CHH (-140),PHI (+120)
2000,NBA,Western Conf First Round,Apr 23 - May 5 2000,Los Angeles Lakers (1),3,Sacramento Kings (8),2,LAL (-2000),SAC (+1200)
2000,NBA,Western Conf First Round,Apr 22 - May 2 2000,Phoenix Suns (5),3,San Antonio Spurs (4),1,,
2000,NBA,Western Conf First Round,Apr 23 - May 2 2000,Portland Trail Blazers (3),3,Minnesota Timberwolves (6),1,POR (-330),MIN (+250)
2000,NBA,Western Conf First Round,Apr 22 - May 5 2000,Utah Jazz (2),3,Seattle SuperSonics (7),2,UTA (-650),SEA (+450)
2000,NBA,Eastern Conf Semifinals,May 6 - May 19 2000,Indiana Pacers (1),4,Philadelphia 76ers (5),2,IND (-185),PHI (+165)
2000,NBA,Eastern Conf Semifinals,May 7 - May 21 2000,New York Knicks (3),4,Miami Heat (2),3,MIA (-155),NYK (+135)
2000,NBA,Western Conf Semifinals,May 7 - May 16 2000,Los Angeles Lakers (1),4,Phoenix Suns (5),1,LAL (-2200),PHO (+1500)
2000,NBA,Western Conf Semifinals,May 7 - May 16 2000,Portland Trail Blazers (3),4,Utah Jazz (2),1,POR (-240),UTA (+190)
2000,NBA,Eastern Conf Finals,May 23 - Jun 2 2000,Indiana Pacers (1),4,New York Knicks (3),2,IND (-260),NYK (+220)
2000,NBA,Western Conf Finals,May 20 - Jun 4 2000,Los Angeles Lakers (1),4,Portland Trail Blazers (3),3,LAL (-340),POR (+280)
2000,NBA,Finals,Jun 7 - Jun 19 2000,Los Angeles Lakers (1),4,Indiana Pacers (1),2,LAL (-800),IND (+550)
1999,NBA,Eastern Conf First Round,May 8 - May 16 1999,Atlanta Hawks (4),3,Detroit Pistons (5),2,ATL (-160),DET (+140)
1999,NBA,Eastern Conf First Round,May 9 - May 13 1999,Indiana Pacers (2),3,Milwaukee Bucks (7),0,IND (-400),MIL (+300)
1999,NBA,Eastern Conf First Round,May 8 - May 16 1999,New York Knicks (8),3,Miami Heat (1),2,MIA (-280),NYK (+230)
1999,NBA,Eastern Conf First Round,May 9 - May 15 1999,Philadelphia 76ers (6),3,Orlando Magic (3),1,ORL (-210),PHI (+175)
1999,NBA,Western Conf First Round,May 9 - May 15 1999,Los Angeles Lakers (4),3,Houston Rockets (5),1,LAL (-165),HOU (+145)
1999,NBA,Western Conf First Round,May 8 - May 12 1999,Portland Trail Blazers (2),3,Phoenix Suns (7),0,POR (-500),PHO (+350)
1999,NBA,Western Conf First Round,May 9 - May 15 1999,San Antonio Spurs (1),3,Minnesota Timberwolves (8),1,SAS (-1500),MIN (+1000)
1999,NBA,Western Conf First Round,May 8 - May 16 1999,Utah Jazz (3),3,Sacramento Kings (6),2,UTA (-1000),SAC (+700)
1999,NBA,Eastern Conf Semifinals,May 17 - May 23 1999,Indiana Pacers (2),4,Philadelphia 76ers (6),0,IND (-400),PHI (+300)
1999,NBA,Eastern Conf Semifinals,May 18 - May 24 1999,New York Knicks (8),4,Atlanta Hawks (4),0,ATL (-135),NYK (+115)
