Year,League,Series,Date,Winner Team,Winner,Loser Team,Loser,Favorite,Underdog
1999,NBA,Western Conf Semifinals,May 18 - May 27 1999,Portland Trail Blazers (2),4,Utah Jazz (3),2,UTA (-125),POR (+105)
1999,NBA,Western Conf Semifinals,May 17 - May 23 1999,San Antonio Spurs (1),4,Los Angeles Lakers (4),0,SAS (-220),LAL (+180)
1999,NBA,Eastern Conf Finals,May 30 - Jun 11 1999,New York Knicks (8),4,Indiana Pacers (2),2,IND (-240),NYK (+200)
1999,NBA,Western Conf Finals,May 29 - Jun 6 1999,San Antonio Spurs (1),4,Portland Trail Blazers (2),0,SAS (-200),POR (+170)
1999,NBA,Finals,Jun 16 - Jun 25 1999,San Antonio Spurs (1),4,New York Knicks (8),1,SAS (-900),NYK (+600)
1998,NBA,Eastern Conf First Round,Apr 23 - May 1 1998,Charlotte Hornets (4),3,Atlanta Hawks (5),1,CHH (-120),ATL (+100)
1998,NBA,Eastern Conf First Round,Apr 24 - Apr 29 1998,Chicago Bulls (1),3,New Jersey Nets (8),0,CHI (-2500),NJN (+1800)
1998,NBA,Eastern Conf First Round,Apr 23 - Apr 30 1998,Indiana Pacers (3),3,Cleveland Cavaliers (6),1,IND (-450),CLE (+325)
1998,NBA,Eastern Conf First Round,Apr 24 - May 3 1998,New York Knicks (7),3,Miami Heat (2),2,MIA (-500),NYK (+350)
1998,NBA,Western Conf First Round,Apr 24 - Apr 30 1998,Los Angeles Lakers (3),3,Portland Trail Blazers (6),1,LAL (-550),POR (+375)
1998,NBA,Western Conf First Round,Apr 23 - Apr 29 1998,San Antonio Spurs (5),3,Phoenix Suns (4),1,PHO (-135),SAS (+115)
1998,NBA,Western Conf First Round,Apr 24 - May 2 1998,Seattle SuperSonics (2),3,Minnesota Timberwolves (7),2,SEA (-2000),MIN (+1400)
1998,NBA,Western Conf First Round,Apr 23 - May 3 1998,Utah Jazz (1),3,Houston Rockets (8),2,UTA (-850),HOU (+525)
1998,NBA,Eastern Conf Semifinals,May 3 - May 13 1998,Chicago Bulls (1),4,Charlotte Hornets (4),1,CHI (-2000),CHH (+1400)
1998,NBA,Eastern Conf Semifinals,May 5 - May 13 1998,Indiana Pacers (3),4,New York Knicks (7),1,IND (-1100),NYK (+700)
1998,NBA,Western Conf Semifinals,May 4 - May 12 1998,Los Angeles Lakers (3),4,Seattle SuperSonics (2),1,LAL (-115),SEA (-105)
1998,NBA,Western Conf Semifinals,May 5 - May 12 1998,Utah Jazz (1),4,San Antonio Spurs (5),1,UTA (-270),SAS (+210)
1998,NBA,Eastern Conf Finals,May 17 - May 31 1998,Chicago Bulls (1),4,Indiana Pacers (3),3,CHI (-600),IND (+400)
1998,NBA,Western Conf Finals,May 16 - May 24 1998,Utah Jazz (1),4,Los Angeles Lakers (3),0,LAL (-130),UTA (+110)
1998,NBA,Finals,Jun 3 - Jun 14 1998,Chicago Bulls (1),4,Utah Jazz (1),2,CHI (-125),UTA (+105)
1997,NBA,Eastern Conf First Round,Apr 25 - May 4 1997,Atlanta Hawks (4),3,Detroit Pistons (5),2,ATL (-170),DET (+150)
1997,NBA,Eastern Conf First Round,Apr 25 - Apr 30 1997,Chicago Bulls (1),3,Washington Bullets (8),0,CHI (-2500),WSB (+1800)
1997,NBA,Eastern Conf First Round,Apr 24 - May 4 1997,Miami Heat (2),3,Orlando Magic (7),2,MIA (-400),ORL (+300)
1997,NBA,Eastern Conf First Round,Apr 24 - Apr 28 1997,New York Knicks (3),3,Charlotte Hornets (6),0,NYK (-250),CHH (+200)
1997,NBA,Western Conf First Round,Apr 24 - Apr 29 1997,Houston Rockets (3),3,Minnesota Timberwolves (6),0,HOU (-1300),MIN (+800)
1997,NBA,Western Conf First Round,Apr 25 - May 2 1997,Los Angeles Lakers (4),3,Portland Trail Blazers (5),1,LAL (-330),POR (+250)
1997,NBA,Western Conf First Round,Apr 25 - May 3 1997,Seattle SuperSonics (2),3,Phoenix Suns (7),2,SEA (-650),PHO (+450)
1997,NBA,Western Conf First Round,Apr 24 - Apr 28 1997,Utah Jazz (1),3,Los Angeles Clippers (8),0,UTA (-3300),LAC (+2200)
1997,NBA,Eastern Conf Semifinals,May 6 - May 13 1997,Chicago Bulls (1),4,Atlanta Hawks (4),1,CHI (-1700),ATL (+1100)
1997,NBA,Eastern Conf Semifinals,May 7 - May 18 1997,Miami Heat (2),4,New York Knicks (3),3,MIA (-145),NYK (+125)
1997,NBA,Western Conf Semifinals,May 5 - May 17 1997,Houston Rockets (3),4,Seattle SuperSonics (2),3,HOU (-130),SEA (+110)
1997,NBA,Western Conf Semifinals,May 4 - May 12 1997,Utah Jazz (1),4,Los Angeles Lakers (4),1,UTA (-270),LAL (+210)
1997,NBA,Eastern Conf Finals,May 20 - May 28 1997,Chicago Bulls (1),4,Miami Heat (2),1,CHI (-1700),MIA (+1100)
1997,NBA,Western Conf Finals,May 19 - May 29 1997,Utah Jazz (1),4,Houston Rockets (3),2,UTA (-220),HOU (+180)
1997,NBA,Finals,Jun 1 - Jun 13 1997,Chicago Bulls (1),4,Utah Jazz (1),2,CHI (-600),UTA (+400)
1996,NBA,Eastern Conf First Round,Apr 25 - May 5 1996,Atlanta Hawks (6),3,Indiana Pacers (3),2,IND (-140),ATL (+120)
1996,NBA,Eastern Conf First Round,Apr 26 - May 1 1996,Chicago Bulls (1),3,Miami Heat (8),0,CHI (-2500),MIA (+1800)
1996,NBA,Eastern Conf First Round,Apr 25 - May 1 1996,New York Knicks (5),3,Cleveland Cavaliers (4),0,CLE (-185),NYK (+165)
1996,NBA,Eastern Conf First Round,Apr 26 - Apr 30 1996,Orlando Magic (2),3,Detroit Pistons (7),0,ORL (-1500),DET (+1000)
1996,NBA,Western Conf First Round,Apr 25 - May 2 1996,Houston Rockets (5),3,Los Angeles Lakers (4),1,LAL (-145),HOU (+125)
1996,NBA,Western Conf First Round,Apr 26 - May 3 1996,San Antonio Spurs (2),3,Phoenix Suns (7),1,SAS (-500),PHO (+350)
1996,NBA,Western Conf First Round,Apr 26 - May 2 1996,Seattle SuperSonics (1),3,Sacramento Kings (8),1,SEA (-2200),SAC (+1500)
1996,NBA,Western Conf First Round,Apr 25 - May 5 1996,Utah Jazz (3),3,Portland Trail Blazers (6),2,UTA (-400),POR (+300)
1996,NBA,Eastern Conf Semifinals,May 5 - May 14 1996,Chicago Bulls (1),4,New York Knicks (5),1,CHI (-3500),NYK (+2200)
1996,NBA,Eastern Conf Semifinals,May 8 - May 15 1996,Orlando Magic (2),4,Atlanta Hawks (6),1,,
1996,NBA,Western Conf Semifinals,May 4 - May 12 1996,Seattle SuperSonics (1),4,Houston Rockets (5),0,SEA (-200),HOU (+170)
1996,NBA,Western Conf Semifinals,May 7 - May 16 1996,Utah Jazz (3),4,San Antonio Spurs (2),2,,
1996,NBA,Eastern Conf Finals,May 19 - May 27 1996,Chicago Bulls (1),4,Orlando Magic (2),0,CHI (-500),ORL (+350)
1996,NBA,Western Conf Finals,May 18 - Jun 2 1996,Seattle SuperSonics (1),4,Utah Jazz (3),3,SEA (-270),UTA (+210)
1996,NBA,Finals,Jun 5 - Jun 16 1996,Chicago Bulls (1),4,Seattle SuperSonics (1),2,CHI (-950),SEA (+650)
1995,NBA,Eastern Conf First Round,Apr 28 - May 4 1995,Chicago Bulls (5),3,Charlotte Hornets (4),1,CHI (-360),CHH (+280)
1995,NBA,Eastern Conf First Round,Apr 27 - May 2 1995,Indiana Pacers (2),3,Atlanta Hawks (7),0,IND (-360),ATL (+280)
1995,NBA,Eastern Conf First Round,Apr 27 - May 4 1995,New York Knicks (3),3,Cleveland Cavaliers (6),1,NYK (-400),CLE (+300)
1995,NBA,Eastern Conf First Round,Apr 28 - May 5 1995,Orlando Magic (1),3,Boston Celtics (8),1,ORL (-950),BOS (+650)
1995,NBA,Western Conf First Round,Apr 27 - May 7 1995,Houston Rockets (6),3,Utah Jazz (3),2,UTA (-270),HOU (+210)
1995,NBA,Western Conf First Round,Apr 27 - May 4 1995,Los Angeles Lakers (5),3,Seattle SuperSonics (4),1,SEA (-400),LAL (+300)
1995,NBA,Western Conf First Round,Apr 28 - May 2 1995,Phoenix Suns (2),3,Portland Trail Blazers (7),0,PHO (-400),POR (+300)
1995,NBA,Western Conf First Round,Apr 28 - May 2 1995,San Antonio Spurs (1),3,Denver Nuggets (8),0,SAS (-600),DEN (+400)
1995,NBA,Eastern Conf Semifinals,May 7 - May 21 1995,Indiana Pacers (2),4,New York Knicks (3),3,NYK (-140),IND (+120)
1995,NBA,Eastern Conf Semifinals,May 7 - May 18 1995,Orlando Magic (1),4,Chicago Bulls (5),2,CHI (-185),ORL (+165)
1995,NBA,Western Conf Semifinals,May 9 - May 20 1995,Houston Rockets (6),4,Phoenix Suns (2),3,PHO (-270),HOU (+210)
1995,NBA,Western Conf Semifinals,May 6 - May 18 1995,San Antonio Spurs (1),4,Los Angeles Lakers (5),2,SAS (-600),LAL (+400)
1995,NBA,Eastern Conf Finals,May 23 - Jun 4 1995,Orlando Magic (1),4,Indiana Pacers (2),3,ORL (-200),IND (+170)
1995,NBA,Western Conf Finals,May 22 - Jun 1 1995,Houston Rockets (6),4,San Antonio Spurs (1),2,SAS (-330),HOU (+250)
1995,NBA,Finals,Jun 7 - Jun 14 1995,Houston Rockets (6),4,Orlando Magic (1),0,ORL (-150),HOU (+130)
1994,NBA,Eastern Conf First Round,Apr 28 - May 8 1994,Atlanta Hawks (1),3,Miami Heat (8),2,ATL (-360),MIA (+280)
1994,NBA,Eastern Conf First Round,Apr 29 - May 3 1994,Chicago Bulls (3),3,Cleveland Cavaliers (6),0,CHI (-250),CLE (+200)
1994,NBA,Eastern Conf First Round,Apr 28 - May 2 1994,Indiana Pacers (5),3,Orlando Magic (4),0,ORL (-170),IND (+150)
1994,NBA,Eastern Conf First Round,Apr 29 - May 6 1994,New York Knicks (2),3,New Jersey Nets (7),1,NYK (-360),NJN (+280)
1994,NBA,Western Conf First Round,Apr 28 - May 7 1994,Denver Nuggets (8),3,Seattle SuperSonics (1),2,SEA (-2000),DEN (+1400)
1994,NBA,Western Conf First Round,Apr 29 - May 6 1994,Houston Rockets (2),3,Portland Trail Blazers (7),1,HOU (-270),POR (+210)
1994,NBA,Western Conf First Round,Apr 29 - May 4 1994,Phoenix Suns (3),3,Golden State Warriors (6),0,PHO (-360),GSW (+280)
1994,NBA,Western Conf First Round,Apr 28 - May 5 1994,Utah Jazz (5),3,San Antonio Spurs (4),1,SAS (-200),UTA (+170)
1994,NBA,Eastern Conf Semifinals,May 10 - May 19 1994,Indiana Pacers (5),4,Atlanta Hawks (1),2,ATL (-160),IND (+140)
1994,NBA,Eastern Conf Semifinals,May 8 - May 22 1994,New York Knicks (2),4,Chicago Bulls (3),3,NYK (-180),CHI (+160)
1994,NBA,Western Conf Semifinals,May 8 - May 21 1994,Houston Rockets (2),4,Phoenix Suns (3),3,HOU (-120),PHO (+100)
1994,NBA,Western Conf Semifinals,May 10 - May 21 1994,Utah Jazz (5),4,Denver Nuggets (8),3,UTA (-650),DEN (+450)
1994,NBA,Eastern Conf Finals,May 24 - Jun 5 1994,New York Knicks (2),4,Indiana Pacers (5),3,NYK (-200),IND (+170)
1994,NBA,Western Conf Finals,May 23 - May 31 1994,Houston Rockets (2),4,Utah Jazz (5),1,HOU (-270),UTA (+210)
1994,NBA,Finals,Jun 8 - Jun 22 1994,Houston Rockets (2),4,New York Knicks (2),3,HOU (-220),NYK (+180)
1993,NBA,Eastern Conf First Round,Apr 29 - May 5 1993,Charlotte Hornets (5),3,Boston Celtics (4),1,BOS (-165),CHH (+145)
1993,NBA,Eastern Conf First Round,Apr 30 - May 4 1993,Chicago Bulls (2),3,Atlanta Hawks (7),0,CHI (-1200),ATL (+800)
1993,NBA,Eastern Conf First Round,Apr 29 - May 9 1993,Cleveland Cavaliers (3),3,New Jersey Nets (6),2,CLE (-700),NJN (+500)
1993,NBA,Eastern Conf First Round,Apr 30 - May 6 1993,New York Knicks (1),3,Indiana Pacers (8),1,NYK (-900),IND (+600)
1993,NBA,Western Conf First Round,Apr 29 - May 8 1993,Houston Rockets (2),3,Los Angeles Clippers (7),2,HOU (-600),LAC (+400)
1993,NBA,Western Conf First Round,Apr 30 - May 9 1993,Phoenix Suns (1),3,Los Angeles Lakers (8),2,PHO (-3000),LAL (+2000)
1993,NBA,Western Conf First Round,Apr 29 - May 7 1993,San Antonio Spurs (5),3,Portland Trail Blazers (4),1,POR (-250),SAS (+200)
1993,NBA,Western Conf First Round,Apr 30 - May 8 1993,Seattle SuperSonics (3),3,Utah Jazz (6),2,SEA (-350),UTA (+275)
1993,NBA,Eastern Conf Semifinals,May 11 - May 17 1993,Chicago Bulls (2),4,Cleveland Cavaliers (3),0,CHI (-500),CLE (+350)
1993,NBA,Eastern Conf Semifinals,May 9 - May 18 1993,New York Knicks (1),4,Charlotte Hornets (5),1,,
1993,NBA,Western Conf Semifinals,May 11 - May 20 1993,Phoenix Suns (1),4,San Antonio Spurs (5),2,PHO (-650),SAS (+450)
1993,NBA,Western Conf Semifinals,May 10 - May 22 1993,Seattle SuperSonics (3),4,Houston Rockets (2),3,SEA (-135),HOU (+115)
1993,NBA,Eastern Conf Finals,May 23 - Jun 4 1993,Chicago Bulls (2),4,New York Knicks (1),2,CHI (-150),NYK (+130)
1993,NBA,Western Conf Finals,May 24 - Jun 5 1993,Phoenix Suns (1),4,Seattle SuperSonics (3),3,PHO (-330),SEA (+250)
1993,NBA,Finals,Jun 9 - Jun 20 1993,Chicago Bulls (2),4,Phoenix Suns (1),2,CHI (-240),PHO (+190)
1992,NBA,Eastern Conf First Round,Apr 23 - Apr 27 1992,Boston Celtics (2),3,Indiana Pacers (7),0,BOS (-550),IND (+350)
1992,NBA,Eastern Conf First Round,Apr 24 - Apr 29 1992,Chicago Bulls (1),3,Miami Heat (8),0,CHI (-10000),MIA (+7500)
1992,NBA,Eastern Conf First Round,Apr 23 - Apr 30 1992,Cleveland Cavaliers (3),3,New Jersey Nets (6),1,CLE (-850),NJN (+550)
1992,NBA,Eastern Conf First Round,Apr 24 - May 3 1992,New York Knicks (4),3,Detroit Pistons (5),2,NYK (-160),DET (+120)
1992,NBA,Western Conf First Round,Apr 24 - Apr 29 1992,Phoenix Suns (4),3,San Antonio Spurs (5),0,PHO (-1500),SAS (+1000)
1992,NBA,Western Conf First Round,Apr 23 - May 3 1992,Portland Trail Blazers (1),3,Los Angeles Lakers (8),1,POR (-2000),LAL (+1500)
1992,NBA,Western Conf First Round,Apr 23 - Apr 30 1992,Seattle SuperSonics (6),3,Golden State Warriors (3),1,GSW (-270),SEA (+210)
1992,NBA,Western Conf First Round,Apr 24 - May 4 1992,Utah Jazz (2),3,Los Angeles Clippers (7),2,UTA (-450),LAC (+325)
1992,NBA,Eastern Conf Semifinals,May 5 - May 17 1992,Chicago Bulls (1),4,New York Knicks (4),3,CHI (-2500),NYK (+1700)
1992,NBA,Eastern Conf Semifinals,May 2 - May 17 1992,Cleveland Cavaliers (3),4,Boston Celtics (2),3,CLE (-170),BOS (+130)
1992,NBA,Western Conf Semifinals,May 5 - May 14 1992,Portland Trail Blazers (1),4,Phoenix Suns (4),1,POR (-500),PHO (+350)
1992,NBA,Western Conf Semifinals,May 6 - May 14 1992,Utah Jazz (2),4,Seattle SuperSonics (6),1,UTA (-200),SEA (+160)
1992,NBA,Eastern Conf Finals,May 19 - May 29 1992,Chicago Bulls (1),4,Cleveland Cavaliers (3),2,CHI (-650),CLE (+450)
1992,NBA,Western Conf Finals,May 16 - May 28 1992,Portland Trail Blazers (1),4,Utah Jazz (2),2,POR (-360),UTA (+280)
1992,NBA,Finals,Jun 3 - Jun 14 1992,Chicago Bulls (1),4,Portland Trail Blazers (1),2,CHI (-250),POR (+200)
1991,NBA,Eastern Conf First Round,Apr 26 - May 5 1991,Boston Celtics (2),3,Indiana Pacers (7),2,BOS (-900),IND (+600)
1991,NBA,Eastern Conf First Round,Apr 25 - Apr 30 1991,Chicago Bulls (1),3,New York Knicks (8),0,CHI (-1200),NYK (+800)
1991,NBA,Eastern Conf First Round,Apr 26 - May 5 1991,Detroit Pistons (3),3,Atlanta Hawks (6),2,DET (-400),ATL (+300)
1991,NBA,Eastern Conf First Round,Apr 25 - Apr 30 1991,Philadelphia 76ers (5),3,Milwaukee Bucks (4),0,MIL (-180),PHI (+140)
1991,NBA,Western Conf First Round,Apr 25 - May 3 1991,Golden State Warriors (7),3,San Antonio Spurs (2),1,SAS (-500),GSW (+350)
1991,NBA,Western Conf First Round,Apr 25 - Apr 30 1991,Los Angeles Lakers (3),3,Houston Rockets (6),0,LAL (-360),HOU (+280)
1991,NBA,Western Conf First Round,Apr 26 - May 4 1991,Portland Trail Blazers (1),3,Seattle SuperSonics (8),2,POR (-1200),SEA (+800)
1991,NBA,Western Conf First Round,Apr 25 - May 2 1991,Utah Jazz (5),3,Phoenix Suns (4),1,PHO (-360),UTA (+280)
1991,NBA,Eastern Conf Semifinals,May 4 - May 14 1991,Chicago Bulls (1),4,Philadelphia 76ers (5),1,CHI (-500),PHI (+350)
1991,NBA,Eastern Conf Semifinals,May 7 - May 17 1991,Detroit Pistons (3),4,Boston Celtics (2),2,BOS (-270),DET (+210)
1991,NBA,Western Conf Semifinals,May 5 - May 14 1991,Los Angeles Lakers (3),4,Golden State Warriors (7),1,LAL (-800),GSW (+550)
1991,NBA,Western Conf Semifinals,May 7 - May 14 1991,Portland Trail Blazers (1),4,Utah Jazz (5),1,POR (-650),UTA (+450)
1991,NBA,Eastern Conf Finals,May 19 - May 27 1991,Chicago Bulls (1),4,Detroit Pistons (3),0,CHI (-270),DET (+210)
1991,NBA,Western Conf Finals,May 18 - May 30 1991,Los Angeles Lakers (3),4,Portland Trail Blazers (1),2,POR (-190),LAL (+150)
1991,NBA,Finals,Jun 2 - Jun 12 1991,Chicago Bulls (1),4,Los Angeles Lakers (3),1,CHI (-200),LAL (+170)
1990,NBA,Eastern Conf First Round,Apr 27 - May 3 1990,Chicago Bulls (3),3,Milwaukee Bucks (6),1,CHI (-650),MIL (+450)
1990,NBA,Eastern Conf First Round,Apr 26 - May 1 1990,Detroit Pistons (1),3,Indiana Pacers (8),0,DET (-1200),IND (+800)
1990,NBA,Eastern Conf First Round,Apr 26 - May 6 1990,New York Knicks (5),3,Boston Celtics (4),2,BOS (-450),NYK (+325)
1990,NBA,Eastern Conf First Round,Apr 26 - May 5 1990,Philadelphia 76ers (2),3,Cleveland Cavaliers (7),2,PHI (-450),CLE (+325)
1990,NBA,Western Conf First Round,Apr 27 - May 3 1990,Los Angeles Lakers (1),3,Houston Rockets (8),1,LAL (-1200),HOU (+800)
1990,NBA,Western Conf First Round,Apr 27 - May 6 1990,Phoenix Suns (5),3,Utah Jazz (4),2,UTA (-160),PHO (+140)
1990,NBA,Western Conf First Round,Apr 26 - May 1 1990,Portland Trail Blazers (3),3,Dallas Mavericks (6),0,POR (-600),DAL (+400)
1990,NBA,Western Conf First Round,Apr 26 - May 1 1990,San Antonio Spurs (2),3,Denver Nuggets (7),0,SAS (-500),DEN (+350)
1990,NBA,Eastern Conf Semifinals,May 7 - May 16 1990,Chicago Bulls (3),4,Philadelphia 76ers (2),1,CHI (-160),PHI (+140)
1990,NBA,Eastern Conf Semifinals,May 8 - May 15 1990,Detroit Pistons (1),4,New York Knicks (5),1,DET (-1500),NYK (+1000)
1990,NBA,Western Conf Semifinals,May 8 - May 15 1990,Phoenix Suns (5),4,Los Angeles Lakers (1),1,LAL (-700),PHO (+500)
1990,NBA,Western Conf Semifinals,May 5 - May 19 1990,Portland Trail Blazers (3),4,San Antonio Spurs (2),3,POR (-200),SAS (+170)
1990,NBA,Eastern Conf Finals,May 20 - Jun 3 1990,Detroit Pistons (1),4,Chicago Bulls (3),3,DET (-280),CHI (+220)
1990,NBA,Western Conf Finals,May 21 - May 31 1990,Portland Trail Blazers (3),4,Phoenix Suns (5),2,PHO (-120),POR (+100)
1990,NBA,Finals,Jun 5 - Jun 14 1990,Detroit Pistons (1),4,Portland Trail Blazers (3),1,DET (-400),POR (+300)
1989,NBA,Eastern Conf First Round,Apr 28 - May 7 1989,Chicago Bulls (6),3,Cleveland Cavaliers (3),2,CLE (-500),CHI (+350)
1989,NBA,Eastern Conf First Round,Apr 28 - May 2 1989,Detroit Pistons (1),3,Boston Celtics (8),0,DET (-2000),BOS (+1500)
1989,NBA,Eastern Conf First Round,Apr 27 - May 7 1989,Milwaukee Bucks (5),3,Atlanta Hawks (4),2,ATL (-250),MIL (+200)
1989,NBA,Eastern Conf First Round,Apr 27 - May 2 1989,New York Knicks (2),3,Philadelphia 76ers (7),0,NYK (-350),PHI (+275)
1989,NBA,Western Conf First Round,Apr 27 - May 2 1989,Golden State Warriors (7),3,Utah Jazz (2),0,UTA (-1000),GSW (+700)
1989,NBA,Western Conf First Round,Apr 27 - May 3 1989,Los Angeles Lakers (1),3,Portland Trail Blazers (8),0,LAL (-2500),POR (+2000)
1989,NBA,Western Conf First Round,Apr 28 - May 2 1989,Phoenix Suns (3),3,Denver Nuggets (6),0,PHO (-1000),DEN (+700)
1989,NBA,Western Conf First Round,Apr 28 - May 5 1989,Seattle SuperSonics (4),3,Houston Rockets (5),1,SEA (-280),HOU (+230)
1989,NBA,Eastern Conf Semifinals,May 9 - May 19 1989,Chicago Bulls (6),4,New York Knicks (2),2,NYK (-500),CHI (+350)
1989,NBA,Eastern Conf Semifinals,May 10 - May 15 1989,Detroit Pistons (1),4,Milwaukee Bucks (5),0,DET (-700),MIL (+500)
1989,NBA,Western Conf Semifinals,May 7 - May 14 1989,Los Angeles Lakers (1),4,Seattle SuperSonics (4),0,LAL (-700),SEA (+500)
1989,NBA,Western Conf Semifinals,May 6 - May 16 1989,Phoenix Suns (3),4,Golden State Warriors (7),1,PHO (-850),GSW (+550)
1989,NBA,Eastern Conf Finals,May 21 - Jun 2 1989,Detroit Pistons (1),4,Chicago Bulls (6),2,DET (-650),CHI (+450)
1989,NBA,Western Conf Finals,May 20 - May 28 1989,Los Angeles Lakers (1),4,Phoenix Suns (3),0,LAL (-300),PHO (+240)
1989,NBA,Finals,Jun 6 - Jun 13 1989,Detroit Pistons (1),4,Los Angeles Lakers (1),0,LAL (-120),DET (+100)
1988,NBA,Eastern Conf First Round,Apr 29 - May 8 1988,Atlanta Hawks (4),3,Milwaukee Bucks (5),2,ATL (-450),MIL (+300)
1988,NBA,Eastern Conf First Round,Apr 29 - May 6 1988,Boston Celtics (1),3,New York Knicks (8),1,BOS (-1200),NYK (+800)
1988,NBA,Eastern Conf First Round,Apr 28 - May 8 1988,Chicago Bulls (3),3,Cleveland Cavaliers (6),2,CHI (-300),CLE (+240)
1988,NBA,Eastern Conf First Round,Apr 28 - May 8 1988,Detroit Pistons (2),3,Washington Bullets (7),2,DET (-800),WSB (+550)
1988,NBA,Western Conf First Round,Apr 28 - May 5 1988,Dallas Mavericks (3),3,Houston Rockets (6),1,DAL (-400),HOU (+300)
1988,NBA,Western Conf First Round,Apr 29 - May 7 1988,Denver Nuggets (2),3,Seattle SuperSonics (7),2,DEN (-500),SEA (+350)
1988,NBA,Western Conf First Round,Apr 29 - May 3 1988,Los Angeles Lakers (1),3,San Antonio Spurs (8),0,LAL (-3000),SAS (+2000)
1988,NBA,Western Conf First Round,Apr 28 - May 6 1988,Utah Jazz (5),3,Portland Trail Blazers (4),1,POR (-250),UTA (+200)
1988,NBA,Eastern Conf Semifinals,May 11 - May 22 1988,Boston Celtics (1),4,Atlanta Hawks (4),3,BOS (-500),ATL (+300)
1988,NBA,Eastern Conf Semifinals,May 10 - May 18 1988,Detroit Pistons (2),4,Chicago Bulls (3),1,DET (-240),CHI (+200)
